Product,Feature,Milestone,Acceptance Signal,Owner Boundary
SupplyArr,purchase order workflow,M8,"purchase order workflow has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,PO issue,M8,"PO issue has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,PO cancellation,M8,"PO cancellation has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,receiving,M8,"receiving has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,receiving exceptions,M8,"receiving exceptions has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,backorders,M8,"backorders has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,returns,M8,"returns has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,warranty claims,M8,"warranty claims has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,emergency purchase workflow,M8,"emergency purchase workflow has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,MaintainArr demand intake,M10,"MaintainArr demand intake has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,demand refs,M8,"demand refs has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,RoutArr demand intake,M10,"RoutArr demand intake has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,TrainArr/StaffArr demand intake,M10,"TrainArr/StaffArr demand intake has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,supplier incidents,M8,"supplier incidents has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,procurement exceptions,M8,"procurement exceptions has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,Compliance Core fact publishing,M10,"Compliance Core fact publishing has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,supply readiness dashboard,M8,"supply readiness dashboard has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,vendor reports,M12,"vendor reports has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,parts/inventory reports,M12,"parts/inventory reports has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,purchasing reports,M12,"purchasing reports has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,compliance reports,M12,"compliance reports has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,forgiving search,M12,"forgiving search has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,audit history,M12,"audit history has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,event outbox/inbox,M8,"event outbox/inbox has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,reorder worker,M12,"reorder worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,price snapshot worker,M12,"price snapshot worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,lead-time snapshot worker,M12,"lead-time snapshot worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,procurement coordination worker,M12,"procurement coordination worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,approval reminder worker,M12,"approval reminder worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,demand processing worker,M12,"demand processing worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,API surface /api/vendors,M8,"/api/vendors exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,API surface /api/dealers,M8,"/api/dealers exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,API surface /api/suppliers,M8,"/api/suppliers exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,API surface /api/parties,M8,"/api/parties exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,API surface /api/parts,M8,"/api/parts exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,API surface /api/catalogs,M8,"/api/catalogs exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,API surface /api/inventory,M8,"/api/inventory exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,API surface /api/purchase-requests,M8,"/api/purchase-requests exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,API surface /api/purchase-orders,M8,"/api/purchase-orders exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,API surface /api/receiving,M8,"/api/receiving exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,API surface /api/pricing-snapshots,M8,"/api/pricing-snapshots exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,API surface /api/lead-time-snapshots,M8,"/api/lead-time-snapshots exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,API surface /api/demand-refs,M8,"/api/demand-refs exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,API surface /health,M1,"/health exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
Compliance Core,vocabulary registry,M5,"vocabulary registry has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,alias mapping,M5,"alias mapping has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,14 controlled vocabulary keys,M5,"14 controlled vocabulary keys has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,material keys,M5,"material keys has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,compliance keys,M5,"compliance keys has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,governing body registry,M5,"governing body registry has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,jurisdiction registry,M5,"jurisdiction registry has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,regulatory program registry,M5,"regulatory program registry has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,rule packs,M5,"rule packs has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,rule versions,M5,"rule versions has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,citation registry,M5,"citation registry has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,citation versioning,M5,"citation versioning has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,fact catalog,M5,"fact catalog has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,fact source registry,M5,"fact source registry has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,fact requirements,M5,"fact requirements has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,regulatory mappings,M5,"regulatory mappings has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,9-CSV import,M5,"9-CSV import has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,9-CSV export,M5,"9-CSV export has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,CSV preview/dry run,M5,"CSV preview/dry run has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,any/all/none rule builder,M5,"any/all/none rule builder has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,condition operators,M5,"condition operators has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,missing/stale fact handling,M5,"missing/stale fact handling has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,rule tests,M5,"rule tests has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,simulator,M5,"simulator has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,draft/review/publish lifecycle,M5,"draft/review/publish lifecycle has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,rule diff viewer,M5,"rule diff viewer has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,change impact analysis,M5,"change impact analysis has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,deterministic evaluation API,M5,"deterministic evaluation API has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,evaluation snapshots,M5,"evaluation snapshots has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,plain-English explanations,M5,"plain-English explanations has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,trace output,M5,"trace output has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,workflow gate API,M5,"workflow gate API has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,allow/warn/block/review outcomes,M5,"allow/warn/block/review outcomes has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,remediation guidance,M5,"remediation guidance has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,evidence requirements,M5,"evidence requirements has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,hard-block rules,M5,"hard-block rules has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,non-waivable rules,M5,"non-waivable rules has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,waiver-aware evaluations,M5,"waiver-aware evaluations has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,findings,M5,"findings has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,exception/waiver reports,M5,"exception/waiver reports has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,evaluation history explorer,M5,"evaluation history explorer has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,tenant/domain/product compliance dashboards,M5,"tenant/domain/product compliance dashboards has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,cross-product audit package,M5,"cross-product audit package has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,SDS references,M5,"SDS references has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,HazCom references,M5,"HazCom references has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,regulatory-class-to-facet derivations,M5,"regulatory-class-to-facet derivations has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,source ingestion workflow,M12,"source ingestion workflow has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,rule change monitoring,M12,"rule change monitoring has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,citation supersession tracking,M5,"citation supersession tracking has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,control effectiveness tracking,M12,"control effectiveness tracking has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,risk scoring,M12,"risk scoring has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,predictive missing-evidence warnings,M12,"predictive missing-evidence warnings has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,readiness forecasting,M12,"readiness forecasting has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,vocabulary import worker,M12,"vocabulary import worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,compliance key normalization worker,M12,"compliance key normalization worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,regulatory mapping validation worker,M12,"regulatory mapping validation worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,rule publication worker,M12,"rule publication worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,SDS/HazCom maintenance worker,M12,"SDS/HazCom maintenance worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,API surface /api/vocabulary,M5,"/api/vocabulary exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,API surface /api/compliance-keys,M5,"/api/compliance-keys exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,API surface /api/material-keys,M5,"/api/material-keys exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,API surface /api/regulatory-mappings,M5,"/api/regulatory-mappings exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,API surface /api/rule-packs,M5,"/api/rule-packs exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,API surface /api/rule-versions,M5,"/api/rule-versions exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,API surface /api/sds,M5,"/api/sds exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,API surface /api/hazcom,M5,"/api/hazcom exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,API surface /api/findings,M5,"/api/findings exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,API surface /api/internal/resolve,M5,"/api/internal/resolve exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,API surface /api/internal/validate,M5,"/api/internal/validate exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Compliance Core,API surface /health,M1,"/health exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Controlled vocabulary, compliance keys, material keys, rule packs, citations, mappings, deterministic evaluation, findings, waivers, audit packages."
Companion App,unified task inbox,M11,"unified task inbox has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.",Field-first task experience that calls owning product APIs and does not become a source of truth.
Companion App,product switcher for entitled products,M11,"product switcher for entitled products has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.",Field-first task experience that calls owning product APIs and does not become a source of truth.
Companion App,MaintainArr assigned inspections,M11,"MaintainArr assigned inspections has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.",Field-first task experience that calls owning product APIs and does not become a source of truth.
Companion App,MaintainArr assigned work orders,M11,"MaintainArr assigned work orders has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.",Field-first task experience that calls owning product APIs and does not become a source of truth.
Companion App,RoutArr assigned trips,M11,"RoutArr assigned trips has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.",Field-first task experience that calls owning product APIs and does not become a source of truth.
Companion App,RoutArr DVIR tasks,M11,"RoutArr DVIR tasks has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.",Field-first task experience that calls owning product APIs and does not become a source of truth.
Companion App,TrainArr training assignments,M11,"TrainArr training assignments has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.",Field-first task experience that calls owning product APIs and does not become a source of truth.
Companion App,SupplyArr receiving tasks,M11,"SupplyArr receiving tasks has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.",Field-first task experience that calls owning product APIs and does not become a source of truth.
Companion App,SupplyArr count tasks,M11,"SupplyArr count tasks has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.",Field-first task experience that calls owning product APIs and does not become a source of truth.
